sender,recipient,share,power1,order_type,power2,stance of recipient
ITALY,AUSTRIA,1,ITALY,move,,neutral
ITALY,AUSTRIA,1,ITALY,move,,neutral
ITALY,AUSTRIA,0,ITALY,move,,neutral
ITALY,ENGLAND,0,ITALY,move,,neutral
ITALY,ENGLAND,1,ITALY,move,,neutral
ITALY,ENGLAND,1,ITALY,move,,neutral
ITALY,FRANCE,0,ITALY,move,,neutral
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,move,,neutral
ITALY,RUSSIA,0,ITALY,move,,neutral
ITALY,RUSSIA,0,ITALY,move,,neutral
ITALY,RUSSIA,0,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,move,,neutral
ITALY,TURKEY,1,ITALY,move,,neutral
ITALY,AUSTRIA,0,ITALY,support,ITALY,neutral
ITALY,AUSTRIA,1,ITALY,move,,neutral
ITALY,AUSTRIA,1,ITALY,attack,AUSTRIA,neutral
ITALY,ENGLAND,1,ITALY,support,ITALY,neutral
ITALY,ENGLAND,0,ITALY,move,,neutral
ITALY,ENGLAND,1,ITALY,attack,AUSTRIA,neutral
ITALY,FRANCE,0,ITALY,support,ITALY,neutral
ITALY,FRANCE,1,ITALY,move,,neutral
ITALY,FRANCE,1,ITALY,attack,AUSTRIA,neutral
ITALY,GERMANY,0,ITALY,support,ITALY,neutral
ITALY,GERMANY,0,ITALY,move,,neutral
ITALY,GERMANY,1,ITALY,attack,AUSTRIA,neutral
ITALY,RUSSIA,0,ITALY,support,ITALY,neutral
ITALY,RUSSIA,1,ITALY,move,,neutral
ITALY,RUSSIA,1,ITALY,attack,AUSTRIA,neutral
ITALY,TURKEY,0,ITALY,support,ITALY,neutral
ITALY,TURKEY,1,ITALY,move,,neutral
ITALY,TURKEY,0,ITALY,attack,AUSTRIA,neutral
ITALY,AUSTRIA,1,ITALY,move,,neutral
